H0,H1,H2,uri,date
,". ABCâ€™s Jon Karl talks about his new book, â€˜Front Row at the Trump Showâ€™. Mar 30. Some governors criticize President Trump's response to outbreak. New poll shows Trump with his highest approval rating. ",,https://abcnews.go.com/,2020-04-01 15:01:23.027701
,. The Note: Cuomo and fellow governors loom over presidential race. ,,https://abcnews.go.com/,2020-04-01 15:01:23.027701
,". Sanders, acknowledging 'narrow path' to nomination, pushes agenda amid pandemic. ",,https://abcnews.go.com/,2020-04-01 15:01:23.027701
,. 'Draft Cuomo 2020' groundswell emerges amid the NY governor's coronavirus response. ,,https://abcnews.go.com/,2020-04-01 15:01:23.027701
,. 'We have some form of hope': Why some Dems are giving Trump high marks on coronavirus. ,,https://abcnews.go.com/,2020-04-01 15:01:23.027701
,. 'I don't think you really can' make the election safe: Wisconsin gears up for primary. ,,https://abcnews.go.com/,2020-04-01 15:01:23.027701
,. The Note: Voting in age of coronavirus gets uncertain test runs. ,,https://abcnews.go.com/,2020-04-01 15:01:23.027701
,. DOJ probing top senator's stock trades before COVID-19 market dive: Sources. ,,https://abcnews.go.com/,2020-04-01 15:01:23.027701
,. Inside Trumpâ€™s pandemic-era reelection effort: Digital canvassing and trainings. ,,https://abcnews.go.com/,2020-04-01 15:01:23.027701
,". Meadows resigns House seat, starts at White House on Tuesday. ",,https://abcnews.go.com/,2020-04-01 15:01:23.028704
,. The Note: Biden battles perceptions as campaignâ€™s pause stirs concerns. ,,https://abcnews.go.com/,2020-04-01 15:01:23.028704
,". Despite calls for global cooperation, US and China spar over leading COVID response. Mar 31. Wuhan is claiming a coronavirus turnaround, but doubts linger. Europe's hospitals among the best but can't handle pandemic. ",,https://abcnews.go.com/,2020-04-01 15:01:23.028704
,". April 1, rent's due: Many struggle to pay in virus outbreak. 28m ago. US businesses cut 27K jobs before virus hit in March. ",,https://abcnews.go.com/,2020-04-01 15:01:23.028704
,. Coronavirus explained. ,,https://abcnews.go.com/,2020-04-01 15:01:23.028704
,. Social distancing is about making sure everyone around you stays healthy. ,,https://abcnews.go.com/,2020-04-01 15:01:23.028704
,. Coronavirus and the human body. ,,https://abcnews.go.com/,2020-04-01 15:01:23.028704
,. Your top coronavirus questions answered. ,,https://abcnews.go.com/,2020-04-01 15:01:23.028704
,. This is how long you actually need to wash your hands. ,,https://abcnews.go.com/,2020-04-01 15:01:23.028704
,. The best tips for working from home. ,,https://abcnews.go.com/,2020-04-01 15:01:23.028704
,. EPA releases list of approved disinfectants to kill COVID-19 at home. ,,https://abcnews.go.com/,2020-04-01 15:01:23.028704
,. What to do if you think you have coronavirus symptoms. ,,https://abcnews.go.com/,2020-04-01 15:01:23.028704
,. This family is showing us the lighter side of being quarantined. ,,https://abcnews.go.com/,2020-04-01 15:01:23.028704
,. How to self-quarantine during novel coronavirus. ,,https://abcnews.go.com/,2020-04-01 15:01:23.028704
,". After 'Zoom bombings,' FBI warns of videoconferencing hijacks amid coronavirus. Mar 31. ",,https://abcnews.go.com/,2020-04-01 15:01:23.028704
,. Captain of aircraft carrier struck by coronavirus wants sailors off ship. Mar 31. ,,https://abcnews.go.com/,2020-04-01 15:01:23.028704
,". A century ago, sports rises from ravages of war and disease. Apr 1. One of the largest single-site jails in the US grapples with 141 coronavirus cases. Website calculates whether you have enough toilet paper to last through quarantine. ",,https://abcnews.go.com/,2020-04-01 15:01:23.028704
,. Birds claim Peru beach emptied by virus outbreak. Apr 1. ,,https://abcnews.go.com/,2020-04-01 15:01:23.028704
,". Baby monitors in the ICU: Nurses get creative to save lives, critical equipment. Apr 1. These identical quadruplets were born during the coronavirus pandemic. Virus disrupts pregnancy plans, raises anxiety and questions. ",,https://abcnews.go.com/,2020-04-01 15:01:23.028704
,. Infants and COVID-19: How susceptible are they to the virus?. Mar 31. ,,https://abcnews.go.com/,2020-04-01 15:01:23.028704
,". Virus gives asylum-seekers chance to thank Dutch villagers. 1h ago. How a restaurant owner and DACA recipient is dealing with the coronavirus pandemic. With families quarantined together, some police fear rise in domestic violence. ",,https://abcnews.go.com/,2020-04-01 15:01:23.028704
,. Couple recreates pop culture icons using what's already in their closet. Apr 1. ,,https://abcnews.go.com/,2020-04-01 15:01:23.028704
,. Spike Lee releases the script for his unmade Jackie Robinson film. Mar 31. ,,https://abcnews.go.com/,2020-04-01 15:01:23.028704
,. Why 'Animal Crossing: New Horizons' is the game we all need right now. Apr 1. Andy Cohen describes reuniting with his son after coronavirus. Eminem gushes over daughter Hailie: 'She made me proud'. ,,https://abcnews.go.com/,2020-04-01 15:01:23.028704
,. Selma Blair talks staying home amid coronavirus and being positive in face of illness. Mar 31. Kylie and Kris Jenner team up with Coty to donate hand sanitizers to hospitals. Matthew McConaughey is 'at war' with COVID-19 in new PSA. ,,https://abcnews.go.com/,2020-04-01 15:01:23.028704
,. Comedians test out jokes online to raise money for comedy clubs closed by coronavirus. Mar 30. ,,https://abcnews.go.com/,2020-04-01 15:01:23.029706
,. Neighborhood parade celebrates girl's last day of chemotherapy. ,,https://abcnews.go.com/,2020-04-01 15:01:23.029706
,. Grandfather and granddaughter have the sweetest socially distant dance-off. ,,https://abcnews.go.com/,2020-04-01 15:01:23.029706
,. Italian youth choir shares hopeful musical message from isolation. ,,https://abcnews.go.com/,2020-04-01 15:01:23.029706
,. Why 2 divorced couples decided to live under one roof during the COVID-19 pandemic. ,,https://abcnews.go.com/,2020-04-01 15:01:23.029706
,". 'Once a nurse, always a nurse': 20,000 former UK medics return to battle coronavirus. ",,https://abcnews.go.com/,2020-04-01 15:01:23.029706
,. Daughter coaches dad through hair wrapping in sweetest video. ,,https://abcnews.go.com/,2020-04-01 15:01:23.029706
,". Sesame Workshop enlists Elmo, Cookie Monster on hand washing. ",,https://abcnews.go.com/,2020-04-01 15:01:23.029706
,. Pitbull to release charity single with 100% of proceeds to help fight COVID-19. ,,https://abcnews.go.com/,2020-04-01 15:01:23.029706
,. Seniors receive special bouquets from couple who put wedding flowers to good use. ,,https://abcnews.go.com/,2020-04-01 15:01:23.029706
,. Family recreates Disney in their backyard after trip canceled due to coronavirus. ,,https://abcnews.go.com/,2020-04-01 15:01:23.029706
,. How 'Tiger King' reinvigorated police's search for answers in character's cold case. 20m ago. ER staff across the country enjoyed a delicious lunch thanks to Lizzo. Selena Gomez shares her favorite things to binge-watch while in quarantine. ,,https://abcnews.go.com/,2020-04-01 15:01:23.029706
,. Rihanna wants '3 or 4' kids in the next decade and is fine being a single mom. Mar 31. Dolly Parton is reading children's books at bedtime. Kelly Ripa wishes husband Mark Consuelos a happy 49th birthday. ,,https://abcnews.go.com/,2020-04-01 15:01:23.029706
,. Selena Gomez serenades fans with an acoustic cover of gospel song. Mar 30. ,,https://abcnews.go.com/,2020-04-01 15:01:23.029706
,". 7 apps to support your mental health during the coronavirus pandemic. Apr 30. Tips to manage loneliness, anxiety while social distancing during coronavirus. How to help your eyes from feeling strained amid increased screen time. ",,https://abcnews.go.com/,2020-04-01 15:01:23.029706
,". Social distancing, lockdowns and closed beaches: The Week in Pictures. Mar 29. A bird's-eye view of the coronavirus pandemic. Messages of hope, humor and guidance during coronavirus lockdown: Photos. ",,https://abcnews.go.com/,2020-04-01 15:01:23.029706
,". Joe Diffie, Joseph Lowery, and other notable people who died in 2020. Mar 29. PHOTOS: Coronavirus outbreak sparks global health emergency. Photos: Spring around the world. ",,https://abcnews.go.com/,2020-04-01 15:01:23.029706
,. Farmers worry about COVID-19 effects on business. ,,https://abcnews.go.com/,2020-04-01 15:01:23.076838
,". Medicare, Medicaid patients can use telemedicine. ",,https://abcnews.go.com/,2020-04-01 15:01:23.076838
,. Trump: COVID-19 guidelines could be 'toughened up'. ,,https://abcnews.go.com/,2020-04-01 15:01:23.076838
,. Guide to asymptomatic COVID-19 transmission. ,,https://abcnews.go.com/,2020-04-01 15:01:23.076838
,". Experts fear medical personnel, drug shortages. ",,https://abcnews.go.com/,2020-04-01 15:01:23.076838
,". Race for COVID-19 vaccine: Fast, but fast enough?. ",,https://abcnews.go.com/,2020-04-01 15:01:23.076838
,. Nurses get creative with baby monitors in the ICU. ,,https://abcnews.go.com/,2020-04-01 15:01:23.076838
,. Identical quadruplets born in coronavirus pandemic. ,,https://abcnews.go.com/,2020-04-01 15:01:23.076838
,. Map: Tracking the spread of coronavirus in the US. ,,https://abcnews.go.com/,2020-04-01 15:01:23.076838
,". Tornadoes hit South, new storm moves through West. ",,https://abcnews.go.com/,2020-04-01 15:01:23.076838
,. Map: Tracking the spread of coronavirus in the US. ,,https://abcnews.go.com/,2020-04-01 15:01:23.076838
,". Tornadoes hit South, new storm moves through West. ",,https://abcnews.go.com/,2020-04-01 15:01:23.076838
,". Tornadoes hit South, new storm moves through West. ",,https://abcnews.go.com/,2020-04-01 15:01:23.076838
,. NBA players donating blood for new COVID treatment. ,,https://abcnews.go.com/,2020-04-01 15:01:23.076838
,. DOJ watchdog finds flaws in surveillance warrants. ,,https://abcnews.go.com/,2020-04-01 15:01:23.077840
,. Trump admin finalizes new fuel economy rule. ,,https://abcnews.go.com/,2020-04-01 15:01:23.077840
,. Baby meets great-grandma through car window. ,,https://abcnews.go.com/,2020-04-01 15:01:23.077840
,. EMS on front lines: 'We are overwhelmed'. ,,https://abcnews.go.com/,2020-04-01 15:01:23.077840
,. Nipsey Hussle remembered year after his death. ,,https://abcnews.go.com/,2020-04-01 15:01:23.077840
,. Rent's due: Many struggle to pay in virus outbreak. ,,https://abcnews.go.com/,2020-04-01 15:01:23.122961
,. US businesses cut 27K jobs before virus hit. ,,https://abcnews.go.com/,2020-04-01 15:01:23.122961
,. US consumer confidence sinks as virus impact felt. ,,https://abcnews.go.com/,2020-04-01 15:01:23.122961
,. Keep your car clean to reduce coronavirus risk. ,,https://abcnews.go.com/,2020-04-01 15:01:23.122961
,". Trump: 'Life and death' at stake, urges guidelines. ",,https://abcnews.go.com/,2020-04-01 15:01:23.122961
,. UN chief says COVID-19 is worst crisis since WWII. ,,https://abcnews.go.com/,2020-04-01 15:01:23.122961
,. 'I heard the roar': Big earthquake hits Idaho. ,,https://abcnews.go.com/,2020-04-01 15:01:23.122961
,. Japan bans entry from 73 other countries. ,,https://abcnews.go.com/,2020-04-01 15:01:23.122961
,. Calls mount to close Grand Canyon as virus spreads. ,,https://abcnews.go.com/,2020-04-01 15:01:23.122961
,. San Francisco will pay $369K to raided reporter. ,,https://abcnews.go.com/,2020-04-01 15:01:23.122961
,". Exposed to betting, lowly team gets death threats. ",,https://abcnews.go.com/,2020-04-01 15:01:23.122961
,. Keep your car clean to reduce coronavirus risk. ,,https://abcnews.go.com/,2020-04-01 15:01:23.122961
,. Hospital closures complicate virus in rural areas. ,,https://abcnews.go.com/,2020-04-01 15:01:23.122961
,". Fast, wide virus testing gave Germany an edge. ",,https://abcnews.go.com/,2020-04-01 15:01:23.122961
,". Trump: 'Life and death' at stake, urges guidelines. ",,https://abcnews.go.com/,2020-04-01 15:01:23.122961
